SHALLOW,MUDFLAT,BKWATER,CONN_BW,CONN_TR,N_STRUC,SHAL_LZ,DIST_RZ,X_NUTRI,ALGAE,SEDIMEN,SHOREER,NOCOVES,SHOREHO,SUBSTHO,X_MACRO,N_MACRO,NN_PLNT,NN_ANIM,N_SHADE,N_ALLOC,WS_AGRI,WS_ANIM,WS_LOGS,N_NUTRI,IN_TURB,OR_TURB,VAR_TUR,VAR_DO2,O_STRAT,HI_TEMP,LO_TEMP,T_STRAT,DESTRAT,THERMAL,CONTAMN,POLLNPS,LOWRETE,LOWSTOR,WL_SEAS,WL_LONG,WLSHORT,WL_FAST,DIST_UP,DIST_AD,Latitude,Longitude,Elevation,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,CLUSID,WSA9
1,1,1,2,1,3,1,1,1,1,3,2,3,2,2,1,3,1,1,1,2,1,1,1,3,2,1,3,1,2,1,1,1,1,1,2,3,3,3,1,1,2,3,3,1,35.35,-94.29167,118.4329611,16.11416626,13.39299965,35.79867554,878.0211792,34.38800049,-3.023999929,37.41199875,16.13266754,4.896666527,26.64133453,4.896666527,1214,147,66,23.4049778,372,231,267,231,SAP1,SAP
1,3,3,3,3,2,1,4,3,1,3,3,3,3,3,3,1,4,4,4,1,4,2,1,1,3,4,3,1,3,1,1,3,2,2,3,3,4,1,3,1,3,3,3,3,34.165,-91.67833,56.46254269,16.98999977,11.80933285,34.7783432,828.8535767,33.54399872,-0.412,33.95599747,17.03466606,26.10533333,26.84466553,6.362666607,1310,135,76,17.74043465,383,257,270,346,CPL4,CPL
0,0,0,0,0,5,0,1,0,0,0,1,0,2,1,0,5,1,0,1,0,0,3,0,1,0,0,0,0,4,0,0,4,0,0,0,1,0,0,4,0,4,3,2,3,36.25,-92.24,136.2464318,14.62566662,13.71800041,36.89221191,863.2698975,33.2519989,-3.931999922,37.18399811,14.36266708,3.661333323,25.03466606,3.661333323,1130,123,62,18.68906784,341,240,254,240,SAP1,SAP
1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,35.20026,-92.93344,96.00001,16.00250053,13.49033356,36.85078049,857.9058228,34.07600021,-2.532000065,36.60800171,15.95866585,25.63999939,26.34133339,5.117333412,1218,140,67,20.42435455,377,258,264,267,SAP1,SAP
3,3,1,1,1,0,4,3,1,1,5,2,1,0,1,5,0,0,0,1,1,1,1,4,2,3,1,2,3,3,4,0,1,2,0,4,4,0,0,0,0,0,0,1,1,33.31681,-92.51686,40.56083555,17.21899986,13.08733368,38.94576263,780.8049927,33.60400009,0,33.60400009,17.19866753,22.73600006,26.63866615,7.334666729,1312,132,83,11.76873684,370,283,291,337,CPL3,CPL
1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,5,1,1,3,2,1,2,2,2,3,1,1,3,1,1,2,1,2,1,0,3,3,0,0,0,0,0,0,1,3,33.28341,-93.40011,73.71252022,17.14150047,12.62100029,38.22691727,774.9653931,33.32400131,0.307999998,33.01600266,17.06066704,22.73066711,26.4746666,7.343999863,1295,126,85,12.69463921,359,277,297,324,CPL3,CPL
1,1,3,3,1,4,1,3,1,1,1,2,1,3,3,2,1,1,1,2,1,0,2,1,3,1,1,1,1,2,1,1,2,1,0,1,2,1,1,1,1,1,1,1,1,34.65008,-92.95007,198.5589302,15.92316628,13.18033314,37.37193298,821.6780396,33.44400024,-1.824000001,35.26800156,15.86533356,25.22533417,25.84600067,5.517333508,1404,147,82,18.1327858,425,305,307,310,SAP1,SAP
0,0,0,0,0,5,0,1,0,0,0,1,0,2,1,0,5,0,3,1,1,0,3,1,1,0,0,0,0,2,0,0,2,0,0,0,1,0,0,5,0,3,3,2,2,35.47333,-93.81,158.976392,15.63283348,13.32633305,35.83118057,869.0724487,33.98400116,-3.207999945,37.19200134,20.09666634,4.595999718,26.11466599,4.595999718,1192,133,67,21.39043427,362,235,268,235,SAP1,SAP
1,3,0,0,0,2,2,0,2,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,2,0,1,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,35.01675,-91.50014,55.88325439,16.31200027,11.97533321,34.38816452,849.1547241,33.55999756,-1.263999939,34.8239975,16.40399933,22.11066628,26.52799988,5.46600008,1288,136,82,20.72427177,405,259,262,314,CPL1,CPL
1,0,1,0,0,0,0,1,2,0,1,1,1,1,0,2,0,2,1,2,1,1,1,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,33.05,-93.51681,62.90098875,17.33666611,12.63933372,38.31958771,771.3526611,33.47200012,0.488000005,32.98400116,17.19000053,26.1206665,26.62800026,7.594666958,1251,119,82,11.60209942,340,269,291,313,CPL1,CPL
0,0,1,1,0,2,0,3,2,1,2,3,1,1,1,1,3,1,1,2,1,1,3,2,3,1,1,2,1,4,1,2,4,2,1,1,3,0,0,1,1,2,3,3,1,36.41667,-93.84833,359.635505,14.1716671,12.73266602,34.99138641,858.3285522,32.08399963,-4.303999901,36.38800049,18.35000038,3.272666693,24.51866722,3.272666693,1141,122,55,22.32831764,346,204,281,204,SAP1,SAP
1,1,0,0,0,2,1,2,1,0,1,2,1,2,2,1,0,0,0,1,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,35.65017,-94.1336,276.7861315,14.75399971,12.53066635,34.96279907,842.2130737,32.31999969,-3.519999981,35.84000015,14.62866688,4.007999897,24.88933182,4.007999897,1264,152,65,22.84787369,397,236,281,236,SAP1,SAP
4,1,3,3,0,3,4,1,1,1,1,1,1,1,1,5,0,4,1,3,1,1,1,3,3,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,0,0,0,1,1,33.21672,-92.03351,27.00001,17.10216713,13.10233402,39.08810806,777.1390381,33.52000046,0,33.52000046,17.02733421,22.60266685,26.46199989,7.253333569,1387,142,85,15.09994602,394,276,301,375,CPL3,CPL
0,1,0,2,3,2,1,4,3,1,4,3,4,4,4,5,0,5,5,2,1,5,1,1,1,1,5,2,2,1,1,0,2,1,1,2,2,4,2,3,1,2,3,3,2,33.98833,-91.31333,49.51266966,16.93400002,11.51333332,34.34355545,816.6412964,33.37200165,-0.151999995,33.52400208,16.90533257,22.65733337,26.7159996,6.498000145,1312,138,69,20.4985199,388,238,266,360,CPL4,CPL
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,1,1,2,1,1,1,1,1,1,0,0,0,0,1,1,33.7,-91.85006,64.00186294,16.83116722,12.6176672,37.2774353,799.293335,33.44800186,-0.400000006,33.84800339,16.72333336,22.53333282,26.42266655,6.636000156,1373,146,84,15.55385876,386,282,295,365,CPL1,CPL
2,2,2,3,2,2,1,2,2,1,1,2,3,2,2,1,1,0,1,2,1,1,1,1,1,3,2,1,1,0,0,0,0,0,0,1,2,2,2,2,0,0,1,2,2,34.79167,-92.35833,76.00001,16.6546669,12.37666607,35.32153702,839.8740234,33.88399887,-1.156000018,35.0399971,16.71133232,26.01933289,26.74600029,5.924666405,1290,137,79,19.07350349,387,264,268,296,SAP3,SAP
1,0,1,1,0,1,1,2,1,0,2,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,3,3,2,0,3,3,1,1,35.18358,-92.73333,112.2734891,16.05649948,13.30033398,36.47124481,860.2714844,34.02000046,-2.447999954,36.46800232,16.08133316,25.71333313,26.42133331,5.128666878,1236,138,70,20.06913757,378,259,263,276,SAP1,SAP
1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,0,2,0,0,2,0,1,1,1,3,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,35.51678,-90.66682,100.8336769,15.64533329,11.37666702,32.85774612,863.5213623,32.86400223,-1.75999999,34.62400055,15.65133381,26.0253334,26.0253334,4.597332954,1230,131,75,20.86314011,385,241,241,302,CPL1,CPL
4,4,1,1,1,3,3,2,2,2,4,2,4,3,3,1,2,1,1,1,1,2,2,1,2,3,2,2,2,3,2,2,2,1,1,1,2,1,1,2,1,1,2,3,1,36.06667,-94.0667,361.5611029,14.26249981,12.52833366,34.6048317,860.1959839,31.93199921,-4.271999836,36.20399857,18.65333366,3.319999933,24.6439991,3.319999933,1183,132,58,24.06409645,363,208,280,208,SAP3,SAP
3,3,0,0,2,1,3,1,3,0,3,1,2,1,2,1,0,0,0,1,0,1,3,1,0,2,1,2,0,0,0,0,0,0,1,1,2,0,0,1,0,0,1,0,0,35.48342,-94.3835,141.5846486,15.68833351,13.16800022,35.56227875,867.99646,33.88800049,-3.139999866,37.02799988,15.58333302,4.625333309,26.15133286,4.625333309,1212,149,63,23.68118095,376,224,269,224,SAP1,SAP
1,1,1,1,1,2,1,1,1,1,1,3,1,2,2,1,2,1,1,2,2,1,1,1,3,1,1,1,2,3,5,1,3,1,5,1,1,1,1,1,1,1,1,1,1,36.23343,-94.53352,351.2754357,14.39050007,12.54699993,34.2739296,873.6143188,32.2840004,-4.323999882,36.60800171,18.83733368,3.276000023,24.94000053,3.276000023,1161,133,52,26.32566261,364,189,288,189,SAP1,SAP
2,1,1,1,1,2,4,3,1,1,3,2,4,3,3,3,1,2,2,2,4,1,2,3,4,1,1,1,2,2,2,1,2,1,0,2,3,1,1,0,0,0,1,1,3,33.70003,-93.08356,60.00001,16.79916573,12.95499992,38.25596237,794.1488037,33.47600174,-0.388000011,33.86400223,16.82466698,25.76000023,26.3686676,6.725333214,1340,132,85,13.9638586,378,288,295,330,CPL3,CPL
4,4,1,0,0,2,4,0,0,0,4,1,0,0,0,0,3,0,0,1,0,0,0,0,1,2,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,35.96673,-90.71677,113.0554448,15.14183331,11.71700001,32.8354454,882.9457397,32.85200119,-2.832000017,35.68400192,15.12666702,25.74666595,25.74666595,3.836666822,1218,128,76,19.75240135,378,241,241,292,CPL1,CPL
1,1,0,0,0,2,1,2,1,0,1,2,1,2,2,1,0,0,0,1,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,35.53333,-93.4501,170.0338745,15.22266674,13.24600029,36.16753769,859.9180908,33.27600098,-3.34800005,36.62400055,15.11933327,4.3246665,25.59666824,4.3246665,1185,137,63,20.31776237,362,245,262,245,SAP1,SAP
1,1,3,0,0,1,1,1,1,1,3,1,3,1,1,3,0,3,0,1,1,1,1,2,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,33.695,-93.96167,80.28221818,16.87800026,11.99333382,36.10709763,794.7103271,33.27199936,0.056000002,33.2159996,16.55400085,6.84800005,26.46133232,6.84800005,1238,132,78,16.09947205,366,272,291,272,CPL1,CPL
1,1,3,3,1,3,1,3,1,1,1,2,2,2,1,1,3,1,1,1,2,0,1,1,3,0,0,1,1,1,1,1,2,1,1,2,2,4,1,2,1,2,2,1,1,34.41684,-92.88351,151.6836388,16.29400063,13.38666725,38.03462601,812.2944336,33.74000168,-1.45599997,35.19600296,16.25799942,22.07266808,26.09866714,5.998666763,1404,148,85,17.84972572,422,302,310,316,SAP1,SAP
0,0,0,0,1,2,1,1,1,1,1,1,0,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,35.51689,-93.83353,208.660252,15.32649994,13.16899967,35.65742493,865.2243652,33.54399872,-3.388000011,36.93199921,19.77600098,4.343999863,25.77199936,4.343999863,1206,134,67,21.76222992,369,236,270,236,SAP1,SAP
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,2,3,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,34.85005,-94.25004,283.377731,15.57483292,13.34433365,37.48829651,816.0979614,33.11199951,-2.483999968,35.59600067,15.46533298,5.146666527,25.3706665,5.146666527,1277,158,68,22.37270927,393,253,287,253,SAP1,SAP
2,2,0,0,0,0,1,1,1,0,1,2,0,0,1,0,0,0,0,1,3,0,0,0,2,1,0,2,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,34.59667,-90.61333,69.20237324,16.11566734,11.25333309,33.46417618,831.7507935,32.77600098,-0.851999998,33.62800217,15.97199917,21.95999908,26.11066628,5.510666847,1356,142,76,21.00606155,415,252,278,354,CPL1,CPL
1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,0,0,2,3,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,0,0,35.08352,-94.38353,377.5301211,15.96116638,13.3823328,36.82130051,841.5279541,33.84799957,-2.496000051,36.34399796,15.82133293,5.220666409,26.06733322,5.220666409,1212,148,65,22.96942139,370,233,268,233,SAP1,SAP
2,1,1,1,1,2,4,3,1,1,3,2,4,3,3,3,1,2,2,2,4,1,2,3,4,1,1,1,2,2,2,1,2,1,0,2,3,1,1,0,0,0,1,1,3,33.66667,-93.08339,60.00001,16.79916573,12.95499992,38.25596237,794.1488037,33.47600174,-0.388000011,33.86400223,16.82466698,25.76000023,26.3686676,6.725333214,1340,132,85,13.9638586,378,288,295,330,CPL3,CPL
5,1,4,4,1,2,4,1,1,1,4,1,3,1,1,4,0,0,0,4,3,1,1,3,1,2,1,1,3,2,4,0,1,0,0,3,3,0,0,0,0,0,1,1,1,33.78333,-92.3502,56.71934408,16.69216728,12.99233341,37.98927689,797.6929932,33.40000153,-0.800000012,34.20000076,16.66200066,22.31533432,26.31266785,6.596000195,1341,134,80,14.28673935,374,285,288,347,CPL3,CPL
2,2,4,4,1,3,2,1,1,1,1,2,1,1,2,2,1,1,1,2,1,0,1,2,3,1,1,1,1,2,1,1,2,1,0,2,1,2,1,1,1,1,1,2,1,34.63345,-94.11689,367.814424,15.06850052,12.90100002,37.07610321,805.8780518,32.16799927,-2.628000021,34.79599762,14.88599968,4.85466671,24.75399971,4.85466671,1410,165,75,21.68419647,436,287,312,287,SAP1,SAP
1,1,1,1,0,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,35.13343,-94.05014,154.8741755,15.82616711,13.4503336,36.76561737,847.0934448,33.95600128,-2.628000021,36.58399963,15.76200008,5.046666622,26.0340004,5.046666622,1204,145,65,21.64654541,367,238,274,238,SAP1,SAP
2,1,3,3,1,2,1,4,3,1,1,4,1,4,4,1,1,1,1,4,4,4,1,1,1,1,1,1,1,2,1,1,1,1,1,5,3,1,1,1,0,0,1,1,1,34.23333,-92,60.20333563,17.35133362,11.64133358,34.215065,828.3103638,34.02000046,-0.004,34.02400208,17.48866653,26.49066734,27.28733444,6.771999836,1322,136,82,16.44360924,383,267,278,341,CPL3,CPL
1,4,4,4,4,2,1,1,1,4,5,4,5,4,4,3,1,3,1,1,1,0,5,0,1,2,1,1,2,4,1,1,4,2,0,4,3,0,0,0,2,0,0,3,2,31.49111,-110.8694,1153.275144,17.66183281,17.88100052,52.55408096,641.4161987,35.11999893,1.096000075,34.02399826,25.16866684,20.29999924,25.58933258,10.08333302,478,121,5,85.77363586,268,27,229,101,XER3,XER
0,0,0,0,0,4,0,0,1,0,5,2,2,0,1,0,4,4,4,0,0,3,3,1,0,5,1,0,0,1,0,0,1,0,0,4,5,0,3,0,3,1,1,4,4,33.07167,-109.3411,1362.687221,15.79349995,17.69966698,48.10214996,749.9594116,35.06399918,-1.731999993,36.79599762,24.87733269,18.63000107,25.15600014,6.990666389,392,67,10,57.50328445,178,32,144,97,WMT2,XER
4,2,1,1,2,3,5,3,3,1,5,3,4,4,4,0,4,0,0,1,1,3,2,0,0,5,1,2,1,2,1,0,2,1,0,1,1,2,2,2,0,0,1,2,2,34.27167,-114.1333,117.6755875,23.13716698,14.57233334,39.63319397,848.6300659,42.4640007,5.696000099,36.76800156,14.82266712,26.75933266,33.69733429,13.01599979,135,21,1,54.05099487,53,7,28,53,SPL3,XER
0,0,0,0,2,4,1,1,2,1,3,3,3,3,2,1,5,0,1,4,2,1,1,2,1,1,1,2,1,1,2,1,3,1,1,1,2,1,1,4,4,3,2,4,3,38.69167,-121.1472,128.5908874,16.59000015,13.64866734,44.29659653,636.5390625,34.35599899,3.54399991,30.81199837,10.43266678,24.29466629,24.29466629,8.977333069,585,105,3,84.40525055,287,11,11,277,XER3,XER
2,3,2,1,1,2,3,4,1,2,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,2,1,1,1,1,1,1,3,3,34.242,-116.977,2065.641442,9.003499985,14.6789999,48.51599503,602.0758057,26.28800011,-3.967999935,30.25600052,2.663333416,14.05733299,16.81733322,2.458666801,815,140,4,78.17075348,411,39,69,397,WMT2,WMT
2,4,4,4,4,2,2,2,4,4,3,3,3,3,3,2,4,2,1,1,1,1,1,1,1,3,4,3,2,3,1,1,2,2,0,4,5,2,4,3,4,1,2,4,4,33.045,-117.128,96.02605691,17.20933342,12.67666626,54.66907883,379.8563538,29.41200066,6.223999977,23.18799973,13.24066639,21.49200058,22.3093338,13.03133297,375,75,1,89.35325623,210,7,14,195,XER3,XER
3,0,0,0,0,2,0,4,2,1,1,1,1,3,3,0,2,0,0,1,2,0,0,1,3,1,1,1,1,2,1,1,3,1,0,5,3,5,3,3,4,3,4,5,5,40.585,-122.4472,229.0610845,16.67849922,13.73766613,41.57386398,726.7059326,36.2519989,3.207999945,33.04399872,8.418000221,25.74533272,25.86400032,8.418000221,1141,218,4,82.00558472,563,30,42,563,XER3,XER
1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34.262,-117.167,1564.969241,11.96500015,14.18066692,44.93810272,672.1132202,29.87999916,-1.675999999,31.55599976,5.210000038,20.52266693,20.55999947,4.343333244,919,172,2,86.80872345,492,19,44,473,WMT2,WMT
2,4,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33.665,-116.705,1324.00001,12.96816635,15.60433292,50.26521301,613.7002563,30.75600052,-0.288000017,31.04400063,6.605999947,17.81266594,21.06599998,6.342000008,584,98,3,75.34190369,291,31,58,282,WMT2,WMT
1,1,3,3,2,3,1,1,2,3,3,3,3,3,3,2,3,1,1,2,2,1,1,1,1,2,2,2,1,3,1,1,2,2,0,3,3,2,1,3,4,1,2,4,4,32.782,-116.792,426.0683655,17.29100037,14.55266666,54.56977463,447.7205505,32.12799835,5.460000038,26.66799927,12.6673336,22.47800064,23.32266617,12.43266678,380,75,2,87.69252014,212,10,17,197,XER3,XER
1,2,1,1,1,3,3,2,2,1,2,2,2,3,4,2,2,1,0,3,3,1,2,2,1,1,3,2,1,1,2,2,2,1,2,1,3,0,0,2,0,0,0,3,2,40.377,-120.507,1248.354114,9.716833115,19.19366646,47.75969696,759.3759155,33.02000046,-7.167999744,40.18799973,0.677333355,19.29333305,19.29333305,0.677333355,349,60,6,63.58521652,162,27,27,162,XER2,XER
2,1,1,1,1,2,3,2,1,1,1,1,2,2,2,1,2,0,0,2,1,0,0,2,3,1,0,2,1,2,1,1,2,2,0,4,4,5,5,4,3,2,2,3,3,40.70833,-122.7717,758.0752858,11.00966644,15.75266647,47.87462616,650.3432617,31.05200005,-1.851999998,32.90399933,4.118000031,19.1693325,19.34799957,3.763333321,1026,178,6,79.09422302,509,37,47,496,WMT2,WMT
5,4,0,0,2,3,3,2,4,4,3,2,2,4,4,3,1,0,0,4,2,3,3,3,1,1,4,4,3,3,3,1,4,4,3,0,2,2,3,3,3,1,1,2,1,33.833,-117.46,425.6755763,17.64966583,15.92399979,53.25039673,500.6898499,34.24000168,4.335999966,29.90400124,12.50933266,23.57933426,24.27799988,12.01533318,358,76,1,95.7102356,215,7,15,201,XER3,XER
0,0,0,0,0,2,1,1,1,0,0,0,0,2,2,1,2,1,0,1,1,1,1,2,2,1,1,1,0,1,1,1,2,2,1,1,1,3,2,3,4,3,4,2,2,41.1309,-122.0713,820.684938,10.11283302,15.32899952,46.62672043,654.5748291,29.68799973,-3.187999964,32.87599945,3.295333385,18.41066742,18.41066742,2.758666754,1145,197,8,74.04788208,537,48,48,537,WMT2,WMT
5,4,2,2,2,3,4,3,3,4,2,1,1,2,2,1,3,1,0,4,2,1,3,2,1,1,3,3,4,4,4,3,3,3,3,1,4,2,4,4,4,2,4,1,1,40.453,-120.942,1694.424441,6.430500031,15.85566711,45.38489532,693.7145386,27.05599976,-7.880000114,34.93600082,-0.841999948,15.11400032,15.15266609,-1.649333358,698,108,8,63.27554321,304,46,47,299,WMT2,WMT
1,3,3,3,4,4,1,2,4,1,4,3,2,1,1,1,4,2,1,4,1,2,1,1,1,1,1,2,1,2,1,1,4,1,0,5,3,1,1,2,3,1,0,2,2,38.48667,-122.0967,408.4928632,14.65016651,13.15166664,46.21105576,586.2354126,31.53199959,3.072000027,28.45999908,7.916666508,21.71066666,22.09733391,7.916666508,872,189,1,94.00940704,482,9,17,482,XER3,XER
2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,3,1,1,1,1,1,1,1,3,2,2,3,2,3,1,2,2,2,0,3,3,2,3,3,5,2,2,3,3,32.685,-116.55,944.6493584,15.18900013,14.71199989,50.75904083,543.9859619,31.5720005,2.588000059,28.98400116,9.706666946,19.16866684,22.55866623,9.386667252,442,79,2,78.018013,229,22,37,212,XER3,XER
1,0,1,5,3,4,1,1,1,1,2,2,2,1,3,1,3,1,1,5,1,2,2,0,3,1,2,4,1,2,1,1,3,1,0,4,3,1,3,4,3,1,1,2,2,37.1676,-121.6308,188.9499463,15.3166666,14.48600006,52.50833893,488.8217163,30.52799988,2.940000057,27.58799934,9.412666321,20.8920002,21.40999985,9.412666321,520,109,2,91.87823486,277,7,12,277,XER3,XER
1,3,1,1,0,4,1,2,1,1,1,1,1,1,1,1,1,1,1,5,5,0,0,0,1,1,1,1,1,2,3,1,2,1,1,1,1,1,5,1,5,1,1,0,0,33.858,-117.183,478.00001,17.57366753,16.7626667,52.8190918,544.9522705,35.39599991,3.660000086,31.73600006,11.96399975,24.16600037,24.71199989,11.4119997,338,69,2,88.75640869,197,11,21,181,XER2,XER
2,2,1,1,1,2,2,3,4,4,2,3,2,2,2,4,1,3,0,2,0,1,1,2,1,2,4,4,4,4,3,2,2,3,2,2,2,1,1,2,3,2,2,2,2,41.022,-121.675,835.229156,10.5201664,16.53566742,47.15853119,677.7542725,30.95199966,-4.111999989,35.06399918,3.078666687,19.01533318,19.01533318,2.60133338,819,134,5,69.88096619,381,40,40,371,WMT2,WMT
0,0,0,0,0,3,3,3,0,1,1,2,1,3,3,0,3,0,0,4,3,1,0,2,2,1,1,1,1,2,1,1,2,1,1,1,2,5,4,5,4,4,5,2,1,40.923,-121.993,419.5201785,12.38566685,15.2213335,46.36127472,662.9060059,31.88399887,-0.948000014,32.83200073,5.376666546,20.73800087,20.73800087,4.832666874,1474,254,6,78.30560303,712,45,45,703,WMT2,WMT
5,4,4,4,3,4,4,2,2,2,2,1,1,2,2,2,3,1,0,3,3,3,2,1,1,2,2,3,2,2,2,2,2,3,1,2,2,2,4,3,3,2,2,1,1,41.578,-120.625,1496.363285,8.081167221,16.12433434,43.85425568,747.7913818,29.75200081,-7.015999794,36.76800156,0.150666669,17.58600044,17.58600044,-0.538000047,397,51,9,41.82079315,150,41,41,139,WMT2,WMT
2,1,2,2,2,4,2,0,1,2,3,2,3,2,2,3,2,2,3,1,1,0,0,0,4,1,1,1,1,1,1,1,2,2,0,3,2,2,2,4,3,4,4,1,1,33.587,-117.072,445.3318151,17.62716675,17.87233353,53.44597244,559.1697998,36.47200012,3.032000065,33.43999863,11.84000015,24.25933456,25.00666618,11.32466698,338,66,2,84.39926147,186,11,22,175,XER3,XER
0,2,3,2,2,3,2,1,3,3,3,4,2,4,3,0,3,3,2,3,3,0,1,1,1,3,3,2,1,2,1,1,4,1,1,3,4,1,1,3,3,1,1,3,1,37.943,-122.26,96.7378302,14.47916698,11.56900024,53.74930191,394.861908,26.27600098,4.751999855,21.52400208,9.560667038,18.68199921,19.21199989,9.560667038,767,164,2,93.40930939,422,10,14,422,XER3,XER
1,1,1,1,1,3,1,1,1,2,2,3,3,2,2,2,2,2,4,1,1,1,1,1,3,1,1,2,1,2,1,1,2,2,0,3,3,1,1,3,4,2,3,3,3,32.912,-116.925,190.7834758,18.24916649,14.56766701,55.22239304,428.5160217,32.56399918,6.184000015,26.37999916,13.73333359,23.02733231,23.91600037,13.43599987,327,66,1,89.65451813,187,7,12,170,XER3,XER
2,2,1,1,1,3,1,2,2,2,2,1,3,4,2,2,1,1,4,1,1,1,1,1,2,2,2,3,1,2,1,1,2,2,0,3,3,1,1,2,2,3,3,3,3,32.61,-116.927,144.3965742,17.7614994,13.17500019,56.54506683,368.9233093,29.77599907,6.475999832,23.29999924,13.89266682,21.88733292,22.6546669,13.61733341,282,57,1,91.42559052,167,6,10,147,XER3,XER
1,2,0,0,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,3,3,3,3,3,2,39.37833,-120.0717,1725.635135,6.618666649,16.64666748,45.32418442,722.6131592,27.47200012,-9.256000519,36.72800064,-0.664666593,15.60999966,15.65999985,-1.981999993,625,106,9,68.6944809,290,42,42,289,WMT2,WMT
5,4,0,0,2,3,3,2,4,4,3,2,2,4,4,3,1,0,0,4,2,3,3,3,1,1,4,4,3,3,3,1,4,5,3,0,2,2,3,3,3,1,1,2,1,40.968,-120.922,1712.863547,7.100166321,16.11966705,44.95166397,711.1549072,28.24399948,-7.616000175,35.86000061,-0.21800001,16.21999931,16.21999931,-1.050000072,517,69,9,47.42010498,200,47,47,189,XER3,WMT
1,1,1,1,1,3,2,2,3,2,2,2,2,3,3,2,1,1,4,3,2,2,1,1,1,2,2,2,1,2,1,1,2,2,0,3,4,2,2,3,4,2,2,4,4,32.692,-117.007,75.02522148,18.03949928,12.24633312,55.6853981,349.9091187,28.94400024,6.952000141,21.99200058,14.41599941,21.87199974,22.65200043,14.01200008,285,59,1,91.08441162,168,6,10,145,XER3,XER
3,2,2,1,1,3,3,5,1,1,1,2,1,3,3,1,3,1,1,4,1,1,1,3,2,1,1,2,1,1,2,2,1,1,0,5,4,2,3,3,4,2,3,2,1,40.79833,-122.7383,875.9145733,11.21333313,15.52999973,47.50978851,649.3066406,31.02799988,-1.659999967,32.68799973,4.404666901,19.35866547,19.5019989,3.927333355,1001,175,6,78.57336426,497,38,46,482,WMT2,WMT
2,1,1,1,1,2,2,3,0,1,1,1,1,1,1,2,3,1,0,2,3,1,1,1,3,1,0,1,1,1,0,1,1,2,0,1,1,2,2,1,0,1,1,1,1,41.28,-122.328,975.1507193,9.90633297,15.63399982,46.52422333,669.8775024,29.69199944,-3.911999941,33.60400009,2.236000061,18.38800049,18.38800049,2.236000061,991,182,9,75.9859314,477,45,45,477,WMT1,WMT
2,1,4,4,3,4,2,1,1,0,2,1,2,1,1,3,2,1,1,4,1,1,1,0,1,1,1,1,0,1,1,1,2,0,0,4,3,1,4,4,3,2,1,2,1,37.067,-121.69,153.3322481,14.54650021,13.34233379,54.04380035,427.6543579,27.99200058,3.303999901,24.68799973,10.13866711,19.28199959,19.84266663,9.302666664,587,124,2,93.15558624,316,8,13,316,XER3,XER
